CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
93-08-3,2-Acetonaphthone,0.98,1.12,50,DCM,300,0/1,10,2023-08-28_19-06-29.xlsx,Silica-CS 4g,678,1374,CC(=O)C1=CC2=CC=CC=C2C=C1,678,1374
93-08-3,2-Acetonaphthone,0.98,1.12,100,DCM,300,0/1,10,2023-08-28_19-09-50.xlsx,Silica-CS 4g,532,1164,CC(=O)C1=CC2=CC=CC=C2C=C1,532,1164
93-08-3,2-Acetonaphthone,0.98,1.12,150,DCM,300,0/1,10,2023-08-28_19-13-10.xlsx,Silica-CS 4g,528,1179,CC(=O)C1=CC2=CC=CC=C2C=C1,528,1179
93-08-3,2-Acetonaphthone,0.98,1.12,50,DCM,300,1/1,10,2023-08-28_19-17-11.xlsx,Silica-CS 4g,788,1380,CC(=O)C1=CC2=CC=CC=C2C=C1,788,1380
93-08-3,2-Acetonaphthone,0.98,1.12,100,DCM,300,1/1,10,2023-08-28_19-20-57.xlsx,Silica-CS 4g,644,1400,CC(=O)C1=CC2=CC=CC=C2C=C1,644,1400
93-08-3,2-Acetonaphthone,0.98,1.12,150,DCM,300,1/1,10,2023-08-28_19-24-48.xlsx,Silica-CS 4g,639,1459,CC(=O)C1=CC2=CC=CC=C2C=C1,639,1459
93-08-3,2-Acetonaphthone,0.98,1.12,50,DCM,300,2/1,10,2023-08-28_19-29-09.xlsx,Silica-CS 4g,849,1585,CC(=O)C1=CC2=CC=CC=C2C=C1,849,1585
93-08-3,2-Acetonaphthone,0.98,1.12,100,DCM,300,2/1,10,2023-08-28_19-33-20.xlsx,Silica-CS 4g,711,1674,CC(=O)C1=CC2=CC=CC=C2C=C1,711,1674
93-08-3,2-Acetonaphthone,0.98,1.12,150,DCM,300,2/1,10,2023-08-28_20-13-00.xlsx,Silica-CS 4g,937,1177,CC(=O)C1=CC2=CC=CC=C2C=C1,937,1177
93-08-3,2-Acetonaphthone,0.98,1.12,50,DCM,300,5/1,10,2023-08-28_20-17-58.xlsx,Silica-CS 4g,818,1810,CC(=O)C1=CC2=CC=CC=C2C=C1,818,1810
93-08-3,2-Acetonaphthone,0.98,1.12,100,DCM,300,5/1,10,2023-08-28_20-23-14.xlsx,Silica-CS 4g,1081,2337,CC(=O)C1=CC2=CC=CC=C2C=C1,1081,2337
93-08-3,2-Acetonaphthone,0.98,1.12,150,DCM,300,5/1,10,2023-08-28_20-28-30.xlsx,Silica-CS 4g,1032,2306,CC(=O)C1=CC2=CC=CC=C2C=C1,1032,2306
93-08-3,2-Acetonaphthone,0.98,1.12,50,DCM,300,10/1,10,2023-08-28_20-51-45.xlsx,Silica-CS 4g,973,2671,CC(=O)C1=CC2=CC=CC=C2C=C1,973,2671
93-08-3,2-Acetonaphthone,0.98,1.12,100,DCM,300,10/1,10,2023-08-28_20-58-07.xlsx,Silica-CS 4g,1547,2968,CC(=O)C1=CC2=CC=CC=C2C=C1,1547,2968
93-08-3,2-Acetonaphthone,0.98,1.12,150,DCM,300,10/1,10,2023-08-28_21-04-19.xlsx,Silica-CS 4g,1544,2894,CC(=O)C1=CC2=CC=CC=C2C=C1,1544,2894
93-08-3,2-Acetonaphthone,0.98,1.12,50,DCM,300,20/1,10,2023-08-28_21-13-16.xlsx,Silica-CS 4g,2610,4319,CC(=O)C1=CC2=CC=CC=C2C=C1,2610,4319
93-08-3,2-Acetonaphthone,0.98,1.12,100,DCM,300,20/1,10,2023-08-28_21-22-13.xlsx,Silica-CS 4g,2439,4501,CC(=O)C1=CC2=CC=CC=C2C=C1,2439,4501
93-08-3,2-Acetonaphthone,0.98,1.12,150,DCM,300,20/1,10,2023-08-28_21-31-21.xlsx,Silica-CS 4g,2406,4579,CC(=O)C1=CC2=CC=CC=C2C=C1,2406,4579
93-08-3,2-Acetonaphthone,0.98,1.12,50,DCM,300,50/1,10,2023-08-28_21-46-15.xlsx,Silica-CS 4g,4874,7864,CC(=O)C1=CC2=CC=CC=C2C=C1,4874,7864
93-08-3,2-Acetonaphthone,0.98,1.12,100,DCM,300,50/1,10,2023-08-28_22-01-25.xlsx,Silica-CS 4g,4656,8159,CC(=O)C1=CC2=CC=CC=C2C=C1,4656,8159
93-08-3,2-Acetonaphthone,0.98,1.12,150,DCM,300,50/1,10,2023-08-28_22-16-24.xlsx,Silica-CS 4g,4457,8042,CC(=O)C1=CC2=CC=CC=C2C=C1,4457,8042
773-99-9,1-Naphthaleneethanol,0.98,0.99,50,DCM,400,0/1,10,2023-08-28_22-37-50.xlsx,Silica-CS 4g,604,1142,C1=CC=C2C(=C1)C=CC=C2CCO,604,1142
773-99-9,1-Naphthaleneethanol,0.98,0.99,100,DCM,400,0/1,10,2023-08-28_22-41-21.xlsx,Silica-CS 4g,721,1269,C1=CC=C2C(=C1)C=CC=C2CCO,721,1269
773-99-9,1-Naphthaleneethanol,0.98,0.99,150,DCM,400,0/1,10,2023-08-28_22-44-57.xlsx,Silica-CS 4g,698,1302,C1=CC=C2C(=C1)C=CC=C2CCO,698,1302
773-99-9,1-Naphthaleneethanol,0.98,0.99,50,DCM,400,1/1,10,2023-08-28_22-51-43.xlsx,Silica-CS 4g,1261,3043,C1=CC=C2C(=C1)C=CC=C2CCO,1261,3043
773-99-9,1-Naphthaleneethanol,0.98,0.99,100,DCM,400,1/1,10,2023-08-28_22-59-46.xlsx,Silica-CS 4g,2192,3993,C1=CC=C2C(=C1)C=CC=C2CCO,2192,3993
773-99-9,1-Naphthaleneethanol,0.98,0.99,150,DCM,400,1/1,10,2023-08-28_23-07-59.xlsx,Silica-CS 4g,2013,4091,C1=CC=C2C(=C1)C=CC=C2CCO,2013,4091
773-99-9,1-Naphthaleneethanol,0.98,0.99,100,DCM,400,2/1,10,2023-08-29_00-10-28.xlsx,Silica-CS 4g,3315,6179,C1=CC=C2C(=C1)C=CC=C2CCO,3315,6179
773-99-9,1-Naphthaleneethanol,0.98,0.99,150,DCM,400,2/1,10,2023-08-29_00-22-13.xlsx,Silica-CS 4g,3127,6118,C1=CC=C2C(=C1)C=CC=C2CCO,3127,6118
773-99-9,1-Naphthaleneethanol,0.98,0.99,50,DCM,400,5/1,10,2023-08-29_09-38-00.xlsx,Silica-CS 4g,6542,10766,C1=CC=C2C(=C1)C=CC=C2CCO,6542,10766
773-99-9,1-Naphthaleneethanol,0.98,0.99,100,DCM,400,5/1,10,2023-08-29_09-59-21.xlsx,Silica-CS 4g,6172,11805,C1=CC=C2C(=C1)C=CC=C2CCO,6172,11805
773-99-9,1-Naphthaleneethanol,0.98,0.99,150,DCM,400,5/1,10,2023-08-29_10-21-18.xlsx,Silica-CS 4g,6086,12114,C1=CC=C2C(=C1)C=CC=C2CCO,6086,12114
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,50,DCM,300,0/1,10,2023-08-29_11-17-27.xlsx,Silica-CS 4g,620,975,CC1=CC=C(C=C1)CO,620,975
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,100,DCM,300,0/1,10,2023-08-29_11-20-37.xlsx,Silica-CS 4g,641,1073,CC1=CC=C(C=C1)CO,641,1073
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,150,DCM,300,0/1,10,2023-08-29_11-23-48.xlsx,Silica-CS 4g,631,1091,CC1=CC=C(C=C1)CO,631,1091
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,50,DCM,300,1/1,10,2023-08-29_11-28-19.xlsx,Silica-CS 4g,1112,1668,CC1=CC=C(C=C1)CO,1112,1668
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,100,DCM,300,1/1,10,2023-08-29_11-32-45.xlsx,Silica-CS 4g,1178,1834,CC1=CC=C(C=C1)CO,1178,1834
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,150,DCM,300,1/1,10,2023-08-29_11-37-01.xlsx,Silica-CS 4g,1060,1744,CC1=CC=C(C=C1)CO,1060,1744
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,50,DCM,300,2/1,10,2023-08-29_11-42-13.xlsx,Silica-CS 4g,1501,2079,CC1=CC=C(C=C1)CO,1501,2079
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,100,DCM,300,2/1,10,2023-08-29_11-46-54.xlsx,Silica-CS 4g,1252,1985,CC1=CC=C(C=C1)CO,1252,1985
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,150,DCM,300,2/1,10,2023-08-29_11-51-45.xlsx,Silica-CS 4g,1200,2089,CC1=CC=C(C=C1)CO,1200,2089
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,50,DCM,300,5/1,10,2023-08-29_12-00-22.xlsx,Silica-CS 4g,2913,4117,CC1=CC=C(C=C1)CO,2913,4117
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,100,DCM,300,5/1,10,2023-08-29_12-08-35.xlsx,Silica-CS 4g,2511,4082,CC1=CC=C(C=C1)CO,2511,4082
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,150,DCM,300,5/1,10,2023-08-29_12-16-52.xlsx,Silica-CS 4g,2226,4118,CC1=CC=C(C=C1)CO,2226,4118
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,50,DCM,300,10/1,10,2023-08-29_12-31-41.xlsx,Silica-CS 4g,5686,8206,CC1=CC=C(C=C1)CO,5686,8206
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,100,DCM,300,10/1,10,2023-08-29_12-46-05.xlsx,Silica-CS 4g,4727,7963,CC1=CC=C(C=C1)CO,4727,7963
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,150,DCM,300,10/1,10,2023-08-29_13-00-15.xlsx,Silica-CS 4g,4163,7832,CC1=CC=C(C=C1)CO,4163,7832
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,50,DCM,700,0/1,10,2023-08-29_13-25-02.xlsx,Silica-CS 4g,510,1536,C1=CC(=CC=C1C=O)[N+](=O)[O-],510,1536
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,100,DCM,700,0/1,10,2023-08-29_13-28-58.xlsx,Silica-CS 4g,573,1522,C1=CC(=CC=C1C=O)[N+](=O)[O-],573,1522
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,150,DCM,700,0/1,10,2023-08-29_13-32-55.xlsx,Silica-CS 4g,569,1573,C1=CC(=CC=C1C=O)[N+](=O)[O-],569,1573
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,50,DCM,700,1/1,10,2023-08-29_13-37-11.xlsx,Silica-CS 4g,750,1518,C1=CC(=CC=C1C=O)[N+](=O)[O-],750,1518
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,100,DCM,700,1/1,10,2023-08-29_13-41-22.xlsx,Silica-CS 4g,591,1683,C1=CC(=CC=C1C=O)[N+](=O)[O-],591,1683
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,150,DCM,700,1/1,10,2023-08-29_13-45-58.xlsx,Silica-CS 4g,620,1900,C1=CC(=CC=C1C=O)[N+](=O)[O-],620,1900
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,50,DCM,700,2/1,10,2023-08-29_14-04-33.xlsx,Silica-CS 4g,885,2031,C1=CC(=CC=C1C=O)[N+](=O)[O-],885,2031
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,100,DCM,700,2/1,10,2023-08-29_14-09-19.xlsx,Silica-CS 4g,662,1926,C1=CC(=CC=C1C=O)[N+](=O)[O-],662,1926
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,150,DCM,700,2/1,10,2023-08-29_14-14-21.xlsx,Silica-CS 4g,602,2194,C1=CC(=CC=C1C=O)[N+](=O)[O-],602,2194
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,50,DCM,700,5/1,10,2023-08-29_14-50-08.xlsx,Silica-CS 4g,1333,3227,C1=CC(=CC=C1C=O)[N+](=O)[O-],1333,3227
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,100,DCM,700,5/1,10,2023-08-29_14-57-10.xlsx,Silica-CS 4g,1440,3364,C1=CC(=CC=C1C=O)[N+](=O)[O-],1440,3364
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,150,DCM,700,5/1,10,2023-08-29_15-04-27.xlsx,Silica-CS 4g,1405,3728,C1=CC(=CC=C1C=O)[N+](=O)[O-],1405,3728
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,50,DCM,700,10/1,10,2023-08-29_15-15-06.xlsx,Silica-CS 4g,2880,5315,C1=CC(=CC=C1C=O)[N+](=O)[O-],2880,5315
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,100,DCM,700,10/1,10,2023-08-29_15-59-44.xlsx,Silica-CS 4g,2604,5721,C1=CC(=CC=C1C=O)[N+](=O)[O-],2604,5721
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,150,DCM,700,10/1,10,2023-08-29_17-14-47.xlsx,Silica-CS 4g,2508,6240,C1=CC(=CC=C1C=O)[N+](=O)[O-],2508,6240
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,50,DCM,700,20/1,10,2023-08-29_17-44-44.xlsx,Silica-CS 4g,5180,9424,C1=CC(=CC=C1C=O)[N+](=O)[O-],5180,9424
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,100,DCM,700,20/1,10,2023-08-29_18-02-50.xlsx,Silica-CS 4g,4427,9850,C1=CC(=CC=C1C=O)[N+](=O)[O-],4427,9850
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,150,DCM,700,20/1,10,2023-08-29_18-24-06.xlsx,Silica-CS 4g,4286,11790,C1=CC(=CC=C1C=O)[N+](=O)[O-],4286,11790
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,50,DCM,700,50/1,10,2023-08-29_18-54-05.xlsx,Silica-CS 4g,8883,16794,C1=CC(=CC=C1C=O)[N+](=O)[O-],8883,16794
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,100,DCM,700,50/1,10,2023-08-29_19-23-29.xlsx,Silica-CS 4g,7668,16529,C1=CC(=CC=C1C=O)[N+](=O)[O-],7668,16529
555-16-8,4-Nitrobenzaldehyde,0.98,1.496,150,DCM,700,50/1,10,2023-08-29_19-56-09.xlsx,Silica-CS 4g,7628,18461,C1=CC(=CC=C1C=O)[N+](=O)[O-],7628,18461
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,50,DCM,400,0/1,10,2023-08-30_11-04-34.xlsx,Silica-CS 4g,716,1057,COC1=CC=C(C=C1)OC,716,1057
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,100,DCM,400,0/1,10,2023-08-30_11-07-24.xlsx,Silica-CS 4g,578,859,COC1=CC=C(C=C1)OC,578,859
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,150,DCM,400,0/1,10,2023-08-30_11-10-15.xlsx,Silica-CS 4g,579,881,COC1=CC=C(C=C1)OC,579,881
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,50,DCM,400,1/1,10,2023-08-30_11-13-46.xlsx,Silica-CS 4g,737,1093,COC1=CC=C(C=C1)OC,737,1093
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,100,DCM,400,1/1,10,2023-08-30_11-16-47.xlsx,Silica-CS 4g,597,973,COC1=CC=C(C=C1)OC,597,973
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,150,DCM,400,1/1,10,2023-08-30_11-19-47.xlsx,Silica-CS 4g,596,993,COC1=CC=C(C=C1)OC,596,993
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,50,DCM,400,2/1,10,2023-08-30_11-23-23.xlsx,Silica-CS 4g,790,1131,COC1=CC=C(C=C1)OC,790,1131
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,100,DCM,400,2/1,10,2023-08-30_11-26-29.xlsx,Silica-CS 4g,641,1022,COC1=CC=C(C=C1)OC,641,1022
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,150,DCM,400,2/1,10,2023-08-30_11-29-40.xlsx,Silica-CS 4g,626,1080,COC1=CC=C(C=C1)OC,626,1080
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,50,DCM,400,5/1,10,2023-08-30_11-33-36.xlsx,Silica-CS 4g,907,1309,COC1=CC=C(C=C1)OC,907,1309
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,100,DCM,400,5/1,10,2023-08-30_11-36-06.xlsx,Silica-CS 4g,806,1221,COC1=CC=C(C=C1)OC,806,1221
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,150,DCM,400,5/1,10,2023-08-30_11-39-37.xlsx,Silica-CS 4g,775,1268,COC1=CC=C(C=C1)OC,775,1268
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,50,DCM,400,10/1,10,2023-08-30_11-43-53.xlsx,Silica-CS 4g,1113,1539,COC1=CC=C(C=C1)OC,1113,1539
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,100,DCM,400,10/1,10,2023-08-30_11-47-44.xlsx,Silica-CS 4g,978,1481,COC1=CC=C(C=C1)OC,978,1481
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,150,DCM,400,10/1,10,2023-08-30_11-51-35.xlsx,Silica-CS 4g,972,1478,COC1=CC=C(C=C1)OC,972,1478
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,50,DCM,400,20/1,10,2023-08-30_11-56-31.xlsx,Silica-CS 4g,1368,1953,COC1=CC=C(C=C1)OC,1368,1953
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,100,DCM,400,20/1,10,2023-08-30_12-01-02.xlsx,Silica-CS 4g,1255,1864,COC1=CC=C(C=C1)OC,1255,1864
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,150,DCM,400,20/1,10,2023-08-30_12-05-34.xlsx,Silica-CS 4g,1185,1885,COC1=CC=C(C=C1)OC,1185,1885
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,50,DCM,400,50/1,10,2023-08-30_12-11-45.xlsx,Silica-CS 4g,1977,2779,COC1=CC=C(C=C1)OC,1977,2779
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,100,DCM,400,50/1,10,2023-08-30_12-17-42.xlsx,Silica-CS 4g,1847,2749,COC1=CC=C(C=C1)OC,1847,2749
150-78-7,"1,4-Dimethoxybenzene",0.99,1.053,150,DCM,400,50/1,10,2023-08-30_12-23-44.xlsx,Silica-CS 4g,1694,2790,COC1=CC=C(C=C1)OC,1694,2790
100-19-6,4-Nitroacetophenone,0.98,1.345,50,DCM,400,0/1,10,2023-08-30_12-36-38.xlsx,Silica-CS 4g,468,1404,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],468,1404
100-19-6,4-Nitroacetophenone,0.98,1.345,100,DCM,400,0/1,10,2023-08-30_12-40-14.xlsx,Silica-CS 4g,516,1317,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],516,1317
100-19-6,4-Nitroacetophenone,0.98,1.345,150,DCM,400,0/1,10,2023-08-30_12-43-55.xlsx,Silica-CS 4g,513,1353,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],513,1353
100-19-6,4-Nitroacetophenone,0.98,1.345,50,DCM,400,1/1,10,2023-08-30_12-48-11.xlsx,Silica-CS 4g,737,1502,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],737,1502
100-19-6,4-Nitroacetophenone,0.98,1.345,100,DCM,400,1/1,10,2023-08-30_12-52-12.xlsx,Silica-CS 4g,627,1563,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],627,1563
100-19-6,4-Nitroacetophenone,0.98,1.345,150,DCM,400,1/1,10,2023-08-30_12-56-23.xlsx,Silica-CS 4g,619,1696,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],619,1696
100-19-6,4-Nitroacetophenone,0.98,1.345,50,DCM,400,2/1,10,2023-08-30_13-01-24.xlsx,Silica-CS 4g,937,1981,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],937,1981
100-19-6,4-Nitroacetophenone,0.98,1.345,100,DCM,400,2/1,10,2023-08-30_13-06-11.xlsx,Silica-CS 4g,846,2029,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],846,2029
100-19-6,4-Nitroacetophenone,0.98,1.345,150,DCM,400,2/1,10,2023-08-30_13-11-07.xlsx,Silica-CS 4g,851,2129,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],851,2129
100-19-6,4-Nitroacetophenone,0.98,1.345,50,DCM,400,5/1,10,2023-08-30_13-18-54.xlsx,Silica-CS 4g,1764,3621,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],1764,3621
100-19-6,4-Nitroacetophenone,0.98,1.345,100,DCM,400,5/1,10,2023-08-30_13-26-26.xlsx,Silica-CS 4g,1649,3676,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],1649,3676
100-19-6,4-Nitroacetophenone,0.98,1.345,150,DCM,400,5/1,10,2023-08-30_13-34-08.xlsx,Silica-CS 4g,1572,3743,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],1572,3743
100-19-6,4-Nitroacetophenone,0.98,1.345,50,DCM,400,10/1,10,2023-08-30_13-46-52.xlsx,Silica-CS 4g,3443,6577,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],3443,6577
100-19-6,4-Nitroacetophenone,0.98,1.345,100,DCM,400,10/1,10,2023-08-30_13-59-26.xlsx,Silica-CS 4g,3077,6610,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],3077,6610
100-19-6,4-Nitroacetophenone,0.98,1.345,150,DCM,400,10/1,10,2023-08-30_14-11-54.xlsx,Silica-CS 4g,2898,6578,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],2898,6578
100-19-6,4-Nitroacetophenone,0.98,1.345,50,DCM,400,20/1,10,2023-08-30_14-33-10.xlsx,Silica-CS 4g,6377,11663,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],6377,11663
100-19-6,4-Nitroacetophenone,0.98,1.345,100,DCM,400,20/1,10,2023-08-30_15-28-31.xlsx,Silica-CS 4g,5438,11469,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],5438,11469
100-19-6,4-Nitroacetophenone,0.98,1.345,150,DCM,400,20/1,10,2023-08-30_15-53-16.xlsx,Silica-CS 4g,5196,11383,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],5196,11383
100-19-6,4-Nitroacetophenone,0.98,1.345,50,DCM,400,50/1,10,2023-08-30_16-35-31.xlsx,Silica-CS 4g,12383,22077,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],12383,22077
100-19-6,4-Nitroacetophenone,0.98,1.345,100,DCM,400,50/1,10,2023-08-30_17-13-13.xlsx,Silica-CS 4g,10605,21398,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],10605,21398
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,50,DCM,500,0/1,10,2023-08-30_18-13-54.xlsx,Silica-CS 4g,793,1755,CCOC(=O)C1=CC=C(C=C1)N,793,1755
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,100,DCM,500,0/1,10,2023-08-30_18-17-20.xlsx,Silica-CS 4g,588,1227,CCOC(=O)C1=CC=C(C=C1)N,588,1227
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,150,DCM,500,0/1,10,2023-08-30_18-20-51.xlsx,Silica-CS 4g,577,1252,CCOC(=O)C1=CC=C(C=C1)N,577,1252
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,50,DCM,500,1/1,10,2023-08-30_18-25-32.xlsx,Silica-CS 4g,827,1795,CCOC(=O)C1=CC=C(C=C1)N,827,1795
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,100,DCM,500,1/1,10,2023-08-30_18-29-53.xlsx,Silica-CS 4g,855,1763,CCOC(=O)C1=CC=C(C=C1)N,855,1763
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,150,DCM,500,1/1,10,2023-08-30_18-34-20.xlsx,Silica-CS 4g,849,1810,CCOC(=O)C1=CC=C(C=C1)N,849,1810
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,50,DCM,500,2/1,10,2023-08-30_18-40-41.xlsx,Silica-CS 4g,1410,2780,CCOC(=O)C1=CC=C(C=C1)N,1410,2780
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,100,DCM,500,2/1,10,2023-08-30_18-46-38.xlsx,Silica-CS 4g,1297,2740,CCOC(=O)C1=CC=C(C=C1)N,1297,2740
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,150,DCM,500,2/1,10,2023-08-30_18-52-35.xlsx,Silica-CS 4g,1268,2721,CCOC(=O)C1=CC=C(C=C1)N,1268,2721
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,50,DCM,500,5/1,10,2023-08-30_19-06-03.xlsx,Silica-CS 4g,3846,7005,CCOC(=O)C1=CC=C(C=C1)N,3846,7005
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,100,DCM,500,5/1,10,2023-08-30_19-19-07.xlsx,Silica-CS 4g,3447,6904,CCOC(=O)C1=CC=C(C=C1)N,3447,6904
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,150,DCM,500,5/1,10,2023-08-30_19-32-06.xlsx,Silica-CS 4g,3216,6848,CCOC(=O)C1=CC=C(C=C1)N,3216,6848
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,50,DCM,500,10/1,10,2023-08-30_20-01-04.xlsx,Silica-CS 4g,9543,16230,CCOC(=O)C1=CC=C(C=C1)N,9543,16230
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,100,DCM,500,10/1,10,2023-08-30_20-27-12.xlsx,Silica-CS 4g,7405,14585,CCOC(=O)C1=CC=C(C=C1)N,7405,14585
94-09-7,Ethyl 4-aMinobenzoate,0.98,1.17,150,DCM,500,10/1,10,2023-08-30_20-53-50.xlsx,Silica-CS 4g,7385,14882,CCOC(=O)C1=CC=C(C=C1)N,7385,14882
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,50,DCM,600,0/1,10,2023-08-31_10-16-15.xlsx,Silica-CS 4g,464,1213,COC(=O)C1=CC=C(C=C1)I,464,1213
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,100,DCM,600,0/1,10,2023-08-31_10-19-56.xlsx,Silica-CS 4g,497,1362,COC(=O)C1=CC=C(C=C1)I,497,1362
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,150,DCM,600,0/1,10,2023-08-31_10-23-47.xlsx,Silica-CS 4g,494,1486,COC(=O)C1=CC=C(C=C1)I,494,1486
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,50,DCM,600,1/1,10,2023-08-31_10-27-33.xlsx,Silica-CS 4g,670,1215,COC(=O)C1=CC=C(C=C1)I,670,1215
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,100,DCM,600,1/1,10,2023-08-31_10-31-14.xlsx,Silica-CS 4g,533,1385,COC(=O)C1=CC=C(C=C1)I,533,1385
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,150,DCM,600,1/1,10,2023-08-31_10-35-50.xlsx,Silica-CS 4g,631,1940,COC(=O)C1=CC=C(C=C1)I,631,1940
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,50,DCM,600,2/1,10,2023-08-31_10-49-36.xlsx,Silica-CS 4g,582,1396,COC(=O)C1=CC=C(C=C1)I,582,1396
619-44-3,Methyl 4-iodobenzoate,0.98,2.02,100,DCM,600,2/1,10,2023-08-31_10-53-42.xlsx,Silica-CS 4g,628,1642,COC(=O)C1=CC=C(C=C1)I,628,1642
