CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
15206-55-0,Methyl Benzoylformate,0.98,1.155,100,EA,200,10/1,5,2023-05-22_20-29-53,Silica-CS 4g,2295,6060,COC(=O)C(=O)C1=CC=CC=C1,2295,6060
15206-55-0,Methyl Benzoylformate,0.98,1.155,150,EA,200,10/1,5,2023-05-22_20-40-30,Silica-CS 4g,2515,5883,COC(=O)C(=O)C1=CC=CC=C1,2515,5883
15206-55-0,Methyl Benzoylformate,0.98,1.155,150,EA,200,10/1,10,2023-05-22_20-49-26,Silica-CS 4g,1039,3545,COC(=O)C(=O)C1=CC=CC=C1,1039,3545
15206-55-0,Methyl Benzoylformate,0.98,1.155,50,EA,200,20/1,10,2023-05-23_11-18-13,Silica-CS 4g,1675,4146,COC(=O)C(=O)C1=CC=CC=C1,1675,4146
15206-55-0,Methyl Benzoylformate,0.98,1.155,100,EA,200,20/1,5,2023-05-23_11-05-30,Silica-CS 4g,3253,7996,COC(=O)C(=O)C1=CC=CC=C1,3253,7996
15206-55-0,Methyl Benzoylformate,0.98,1.155,100,EA,200,20/1,10,2023-05-23_10-10-59,Silica-CS 4g,1775,3555,COC(=O)C(=O)C1=CC=CC=C1,1775,3555
15206-55-0,Methyl Benzoylformate,0.98,1.155,150,EA,200,20/1,5,2023-05-23_10-37-35,Silica-CS 4g,1301,5130,COC(=O)C(=O)C1=CC=CC=C1,1301,5130
15206-55-0,Methyl Benzoylformate,0.98,1.155,50,EA,200,50/1,10,2023-05-23_11-38-39,Silica-CS 4g,1786,7025,COC(=O)C(=O)C1=CC=CC=C1,1786,7025
15206-55-0,Methyl Benzoylformate,0.98,1.155,100,EA,200,50/1,10,2023-05-23_13-08-08,Silica-CS 4g,2371,7434,COC(=O)C(=O)C1=CC=CC=C1,2371,7434
15206-55-0,Methyl Benzoylformate,0.98,1.155,150,EA,200,50/1,10,2023-05-23_13-27-19,Silica-CS 4g,2461,7465,COC(=O)C(=O)C1=CC=CC=C1,2461,7465
15206-55-0,Methyl Benzoylformate,0.98,1.155,50,EA,200,50/1,5,2023-05-23_13-56-37,Silica-CS 4g,5417,12585,COC(=O)C(=O)C1=CC=CC=C1,5417,12585
15206-55-0,Methyl Benzoylformate,0.98,1.155,100,EA,200,50/1,5,2023-05-23_14-24-35,Silica-CS 4g,6588,12408,COC(=O)C(=O)C1=CC=CC=C1,6588,12408
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,50,PE,200,1/1,10,2023-05-23_15-47-54,Silica-CS 4g,678,1075,CCOC(=O)C1=CC=C(C=C1)F,678,1075
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,100,PE,200,1/1,10,2023-05-23_15-51-50,Silica-CS 4g,674,1064,CCOC(=O)C1=CC=C(C=C1)F,674,1064
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,50,PE,200,1/1,5,2023-05-23_16-01-17,Silica-CS 4g,1774,2601,CCOC(=O)C1=CC=C(C=C1)F,1774,2601
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,100,PE,200,1/1,5,2023-05-23_16-06-37,Silica-CS 4g,1608,2876,CCOC(=O)C1=CC=C(C=C1)F,1608,2876
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,150,PE,200,1/1,5,2023-05-23_16-12-02,Silica-CS 4g,1603,2947,CCOC(=O)C1=CC=C(C=C1)F,1603,2947
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,50,PE,200,2/1,10,2023-05-23_16-18-37,Silica-CS 4g,781,1209,CCOC(=O)C1=CC=C(C=C1)F,781,1209
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,100,PE,200,2/1,5,2023-05-23_16-42-21,Silica-CS 4g,1283,2253,CCOC(=O)C1=CC=C(C=C1)F,1283,2253
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,150,PE,200,2/1,5,2023-05-23_16-48-44,Silica-CS 4g,1247,2203,CCOC(=O)C1=CC=C(C=C1)F,1247,2203
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,100,PE,200,5/1,10,2023-05-23_17-04-02,Silica-CS 4g,774,1525,CCOC(=O)C1=CC=C(C=C1)F,774,1525
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,150,PE,200,5/1,10,2023-05-23_17-09-23,Silica-CS 4g,757,1570,CCOC(=O)C1=CC=C(C=C1)F,757,1570
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,50,PE,200,5/1,5,2023-05-23_17-17-09,Silica-CS 4g,1426,2345,CCOC(=O)C1=CC=C(C=C1)F,1426,2345
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,100,PE,200,5/1,5,2023-05-23_17-24-19,Silica-CS 4g,1373,2392,CCOC(=O)C1=CC=C(C=C1)F,1373,2392
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,50,PE,200,10/1,10,2023-05-23_18-43-56,Silica-CS 4g,816,1306,CCOC(=O)C1=CC=C(C=C1)F,816,1306
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,100,PE,200,10/1,10,2023-05-23_18-51-00,Silica-CS 4g,850,1477,CCOC(=O)C1=CC=C(C=C1)F,850,1477
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,150,PE,200,10/1,10,2023-05-23_18-56-31,Silica-CS 4g,809,1576,CCOC(=O)C1=CC=C(C=C1)F,809,1576
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,50,PE,200,10/1,5,2023-05-23_19-05-16,Silica-CS 4g,1629,2807,CCOC(=O)C1=CC=C(C=C1)F,1629,2807
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,150,PE,200,10/1,5,2023-05-23_19-24-39,Silica-CS 4g,1414,2947,CCOC(=O)C1=CC=C(C=C1)F,1414,2947
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,50,PE,200,20/1,10,2023-05-23_19-36-56,Silica-CS 4g,1102,1886,CCOC(=O)C1=CC=C(C=C1)F,1102,1886
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,100,PE,200,20/1,10,2023-05-23_19-44-25,Silica-CS 4g,1032,1981,CCOC(=O)C1=CC=C(C=C1)F,1032,1981
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,150,PE,200,20/1,10,2023-05-23_19-51-17,Silica-CS 4g,895,1966,CCOC(=O)C1=CC=C(C=C1)F,895,1966
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,50,PE,200,20/1,5,2023-05-23_20-02-28,Silica-CS 4g,1958,3543,CCOC(=O)C1=CC=C(C=C1)F,1958,3543
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,100,PE,200,20/1,5,2023-05-23_20-10-51,Silica-CS 4g,1847,3664,CCOC(=O)C1=CC=C(C=C1)F,1847,3664
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,150,PE,200,20/1,5,2023-05-23_20-20-52,Silica-CS 4g,1646,4230,CCOC(=O)C1=CC=C(C=C1)F,1646,4230
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,50,PE,200,50/1,10,2023-05-23_20-37-15,Silica-CS 4g,1375,2674,CCOC(=O)C1=CC=C(C=C1)F,1375,2674
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,100,PE,200,50/1,10,2023-05-23_20-46-40,Silica-CS 4g,1254,2604,CCOC(=O)C1=CC=C(C=C1)F,1254,2604
451-46-7,Ethyl 4-Fluorobenzoate,0.98,1.146,150,PE,200,50/1,10,2023-05-23_20-53-51,Silica-CS 4g,983,2903,CCOC(=O)C1=CC=C(C=C1)F,983,2903
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,50,PE,200,1/1,10,2023-05-24_10-21-04,Silica-CS 4g,741,1183,CCOC(=O)C1=CC=CC=C1N,741,1183
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,1/1,10,2023-05-24_10-24-57,Silica-CS 4g,702,1368,CCOC(=O)C1=CC=CC=C1N,702,1368
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,1/1,10,2023-05-24_10-28-24,Silica-CS 4g,734,1838,CCOC(=O)C1=CC=CC=C1N,734,1838
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,50,PE,200,1/1,5,2023-05-24_10-34-07,Silica-CS 4g,1232,2354,CCOC(=O)C1=CC=CC=C1N,1232,2354
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,1/1,5,2023-05-24_10-39-36,Silica-CS 4g,1315,2692,CCOC(=O)C1=CC=CC=C1N,1315,2692
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,1/1,5,2023-05-24_10-45-28,Silica-CS 4g,1291,2920,CCOC(=O)C1=CC=CC=C1N,1291,2920
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,50,PE,200,2/1,10,2023-05-24_10-51-21,Silica-CS 4g,768,1203,CCOC(=O)C1=CC=CC=C1N,768,1203
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,2/1,10,2023-05-24_10-55-45,Silica-CS 4g,817,1706,CCOC(=O)C1=CC=CC=C1N,817,1706
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,2/1,10,2023-05-24_11-00-51,Silica-CS 4g,799,1300,CCOC(=O)C1=CC=CC=C1N,799,1300
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,50,PE,200,2/1,5,2023-05-24_11-07-44,Silica-CS 4g,1528,2857,CCOC(=O)C1=CC=CC=C1N,1528,2857
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,2/1,5,2023-05-24_11-13-20,Silica-CS 4g,1508,2326,CCOC(=O)C1=CC=CC=C1N,1508,2326
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,2/1,5,2023-05-24_11-19-23,Silica-CS 4g,1486,2510,CCOC(=O)C1=CC=CC=C1N,1486,2510
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,50,PE,200,5/1,10,2023-05-24_12-28-14,Silica-CS 4g,1110,2040,CCOC(=O)C1=CC=CC=C1N,1110,2040
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,5/1,10,2023-05-24_12-34-36,Silica-CS 4g,1088,2186,CCOC(=O)C1=CC=CC=C1N,1088,2186
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,5/1,10,2023-05-24_12-40-01,Silica-CS 4g,1057,2298,CCOC(=O)C1=CC=CC=C1N,1057,2298
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,50,PE,200,5/1,5,2023-05-24_12-47-49,Silica-CS 4g,2105,3766,CCOC(=O)C1=CC=CC=C1N,2105,3766
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,5/1,5,2023-05-24_12-55-21,Silica-CS 4g,2115,3373,CCOC(=O)C1=CC=CC=C1N,2115,3373
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,5/1,5,2023-05-24_13-02-49,Silica-CS 4g,2044,4005,CCOC(=O)C1=CC=CC=C1N,2044,4005
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,50,PE,200,10/1,10,2023-05-24_13-10-27,Silica-CS 4g,1440,2979,CCOC(=O)C1=CC=CC=C1N,1440,2979
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,10/1,10,2023-05-24_13-17-11,Silica-CS 4g,1619,3125,CCOC(=O)C1=CC=CC=C1N,1619,3125
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,10/1,10,2023-05-24_13-23-43,Silica-CS 4g,1540,2738,CCOC(=O)C1=CC=CC=C1N,1540,2738
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,50,PE,200,10/1,5,2023-05-24_14-08-50,Silica-CS 4g,3176,5459,CCOC(=O)C1=CC=CC=C1N,3176,5459
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,10/1,5,2023-05-24_13-47-41,Silica-CS 4g,3109,5672,CCOC(=O)C1=CC=CC=C1N,3109,5672
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,10/1,5,2023-05-24_13-58-12,Silica-CS 4g,2866,5961,CCOC(=O)C1=CC=CC=C1N,2866,5961
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,20/1,10,2023-05-24_14-52-58,Silica-CS 4g,2470,4718,CCOC(=O)C1=CC=CC=C1N,2470,4718
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,20/1,10,2023-05-24_15-01-20,Silica-CS 4g,2375,4359,CCOC(=O)C1=CC=CC=C1N,2375,4359
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,20/1,5,2023-05-24_15-50-10,Silica-CS 4g,4768,9175,CCOC(=O)C1=CC=CC=C1N,4768,9175
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,20/1,5,2023-05-24_16-06-49,Silica-CS 4g,4428,8368,CCOC(=O)C1=CC=CC=C1N,4428,8368
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,200,50/1,10,2023-05-24_16-39-39,Silica-CS 4g,4991,8387,CCOC(=O)C1=CC=CC=C1N,4991,8387
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,150,PE,200,50/1,5,2023-05-24_19-10-26,Silica-CS 4g,8167,18039,CCOC(=O)C1=CC=CC=C1N,8167,18039
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,34.01360544,DCM,200,1/1,10,2023-06-14_10-40-55,Silica-CS 4g,649,1377,COC(=O)C1=CC=C(C=C1)CBr,649,1377
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,1/1,10,2023-06-14_10-57-12,Silica-CS 4g,647,1722,COC(=O)C1=CC=C(C=C1)CBr,647,1722
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,34.01360544,DCM,200,1/1,5,2023-06-14_11-14-34,Silica-CS 4g,1127,2393,COC(=O)C1=CC=C(C=C1)CBr,1127,2393
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,1/1,5,2023-06-14_11-19-59,Silica-CS 4g,1143,2808,COC(=O)C1=CC=C(C=C1)CBr,1143,2808
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,68.02721088,DCM,200,2/1,10,2023-06-14_11-31-39,Silica-CS 4g,719,1710,COC(=O)C1=CC=C(C=C1)CBr,719,1710
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,34.01360544,DCM,200,2/1,5,2023-06-14_14-38-27,Silica-CS 4g,1038,2903,COC(=O)C1=CC=C(C=C1)CBr,1038,2903
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,2/1,5,2023-06-14_14-51-17,Silica-CS 4g,1183,3078,COC(=O)C1=CC=C(C=C1)CBr,1183,3078
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,34.01360544,DCM,200,5/1,10,2023-06-14_14-58-52,Silica-CS 4g,776,1634,COC(=O)C1=CC=C(C=C1)CBr,776,1634
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,5/1,10,2023-06-14_15-11-11,Silica-CS 4g,3430,3437,COC(=O)C1=CC=C(C=C1)CBr,3430,3437
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,34.01360544,DCM,200,5/1,5,2023-06-14_15-18-47,Silica-CS 4g,1669,3948,COC(=O)C1=CC=C(C=C1)CBr,1669,3948
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,68.02721088,DCM,200,5/1,5,2023-06-14_15-26-08,Silica-CS 4g,1818,3796,COC(=O)C1=CC=C(C=C1)CBr,1818,3796
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,5/1,5,2023-06-14_15-33-38,Silica-CS 4g,1688,3934,COC(=O)C1=CC=C(C=C1)CBr,1688,3934
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,34.01360544,DCM,200,10/1,10,2023-06-14_15-40-38,Silica-CS 4g,1042,1903,COC(=O)C1=CC=C(C=C1)CBr,1042,1903
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,68.02721088,DCM,200,10/1,10,2023-06-14_15-47-00,Silica-CS 4g,1159,2776,COC(=O)C1=CC=C(C=C1)CBr,1159,2776
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,10/1,10,2023-06-14_15-53-51,Silica-CS 4g,1146,2781,COC(=O)C1=CC=C(C=C1)CBr,1146,2781
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,34.01360544,DCM,200,10/1,5,2023-06-14_16-02-29,Silica-CS 4g,1988,4727,COC(=O)C1=CC=C(C=C1)CBr,1988,4727
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,68.02721088,DCM,200,10/1,5,2023-06-14_16-11-41,Silica-CS 4g,2316,4584,COC(=O)C1=CC=C(C=C1)CBr,2316,4584
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,34.01360544,DCM,200,20/1,10,2023-06-14_16-28-55,Silica-CS 4g,1749,3060,COC(=O)C1=CC=C(C=C1)CBr,1749,3060
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,20/1,10,2023-06-14_16-43-34,Silica-CS 4g,1660,3451,COC(=O)C1=CC=C(C=C1)CBr,1660,3451
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,68.02721088,DCM,200,20/1,5,2023-06-14_17-05-25,Silica-CS 4g,2993,6101,COC(=O)C1=CC=C(C=C1)CBr,2993,6101
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,20/1,5,2023-06-14_17-17-53,Silica-CS 4g,3303,5961,COC(=O)C1=CC=C(C=C1)CBr,3303,5961
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,34.01360544,DCM,200,50/1,10,2023-06-14_17-31-16,Silica-CS 4g,2348,4993,COC(=O)C1=CC=C(C=C1)CBr,2348,4993
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,68.02721088,DCM,200,50/1,10,2023-06-14_18-15-06,Silica-CS 4g,3277,5611,COC(=O)C1=CC=C(C=C1)CBr,3277,5611
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,68.02721088,DCM,200,50/1,5,2023-06-14_18-57-03,Silica-CS 4g,5088,10474,COC(=O)C1=CC=C(C=C1)CBr,5088,10474
2417-72-3,Methyl 4-(bromomethyl)benzoate,0.98,1.47,102.0408163,DCM,200,50/1,5,2023-06-14_19-23-20,Silica-CS 4g,5352,10433,COC(=O)C1=CC=C(C=C1)CBr,5352,10433
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50,DCM,200,1/1,5,2023-06-15_16-14-28,Silica-CS 4g,2024,3561,CCOC(=O)C1=CC(=CC=C1)N,2024,3561
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50,DCM,200,1/1,10,2023-06-15_16-25-46,Silica-CS 4g,721,1965,CCOC(=O)C1=CC(=CC=C1)N,721,1965
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100,DCM,200,1/1,10,2023-06-15_16-46-41,Silica-CS 4g,711,2049,CCOC(=O)C1=CC(=CC=C1)N,711,2049
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50,DCM,200,1/1,5,2023-06-15_16-53-24,Silica-CS 4g,1997,3772,CCOC(=O)C1=CC(=CC=C1)N,1997,3772
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100,DCM,200,1/1,5,2023-06-15_17-01-49,Silica-CS 4g,1161,3852,CCOC(=O)C1=CC(=CC=C1)N,1161,3852
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50,DCM,200,2/1,10,2023-06-15_17-09-18,Silica-CS 4g,1650,2618,CCOC(=O)C1=CC(=CC=C1)N,1650,2618
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100,DCM,200,2/1,10,2023-06-15_17-15-47,Silica-CS 4g,1645,3365,CCOC(=O)C1=CC(=CC=C1)N,1645,3365
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50,DCM,200,2/1,5,2023-06-15_18-26-31,Silica-CS 4g,2638,5433,CCOC(=O)C1=CC(=CC=C1)N,2638,5433
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100,DCM,200,2/1,5,2023-06-15_18-40-45,Silica-CS 4g,2853,5159,CCOC(=O)C1=CC(=CC=C1)N,2853,5159
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100,DCM,200,5/1,10,2023-06-15_20-16-28,Silica-CS 4g,3309,7728,CCOC(=O)C1=CC(=CC=C1)N,3309,7728
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100,DCM,200,5/1,5,2023-06-15_21-06-26,Silica-CS 4g,6406,14839,CCOC(=O)C1=CC(=CC=C1)N,6406,14839
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50,DCM,200,0/1,10,2023-06-15_21-22-06,Silica-CS 4g,692,1075,CCOC(=O)C1=CC(=CC=C1)N,692,1075
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100,DCM,200,0/1,10,2023-06-15_21-17-44,Silica-CS 4g,626,1533,CCOC(=O)C1=CC(=CC=C1)N,626,1533
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,150,DCM,200,0/1,10,2023-06-16_10-59-20,Silica-CS 4g,629,1531,CCOC(=O)C1=CC(=CC=C1)N,629,1531
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,50,DCM,200,0/1,5,2023-06-15_21-27-36,Silica-CS 4g,1125,2629,CCOC(=O)C1=CC(=CC=C1)N,1125,2629
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,100,DCM,200,0/1,5,2023-06-15_21-33-00,Silica-CS 4g,1086,2598,CCOC(=O)C1=CC(=CC=C1)N,1086,2598
582-33-2,Ethyl 3-aminobenzoate,0.97,1.107,150,DCM,400,0/1,5,2023-06-16_10-54-33,Silica-CS 4g,1008,2595,CCOC(=O)C1=CC(=CC=C1)N,1008,2595
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,0/1,10,2023-06-16_11-28-12,Silica-CS 4g,622,1334,CCOC(=O)CC(=O)C,622,1334
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,0/1,10,2023-06-16_11-32-07,Silica-CS 4g,666,1498,CCOC(=O)CC(=O)C,666,1498
141-97-9,Ethyl acetoacetate,0.995,1.029,50,DCM,200,0/1,5,2023-06-16_12-48-09,Silica-CS 4g,1291,2358,CCOC(=O)CC(=O)C,1291,2358
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,0/1,5,2023-06-16_12-53-37,Silica-CS 4g,1222,2402,CCOC(=O)CC(=O)C,1222,2402
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,0/1,5,2023-06-16_12-59-20,Silica-CS 4g,1220,2622,CCOC(=O)CC(=O)C,1220,2622
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,1/1,10,2023-06-16_13-12-19,Silica-CS 4g,789,1794,CCOC(=O)CC(=O)C,789,1794
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,1/1,10,2023-06-16_13-20-35,Silica-CS 4g,765,1940,CCOC(=O)CC(=O)C,765,1940
141-97-9,Ethyl acetoacetate,0.995,1.029,50,DCM,200,1/1,5,2023-06-16_14-41-28,Silica-CS 4g,1435,3129,CCOC(=O)CC(=O)C,1435,3129
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,1/1,5,2023-06-16_14-47-57,Silica-CS 4g,1413,3299,CCOC(=O)CC(=O)C,1413,3299
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,1/1,5,2023-06-16_14-54-19,Silica-CS 4g,1343,3141,CCOC(=O)CC(=O)C,1343,3141
141-97-9,Ethyl acetoacetate,0.995,1.029,50,DCM,200,2/1,10,2023-06-16_15-02-52,Silica-CS 4g,1077,2424,CCOC(=O)CC(=O)C,1077,2424
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,2/1,10,2023-06-16_15-08-20,Silica-CS 4g,944,2563,CCOC(=O)CC(=O)C,944,2563
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,2/1,10,2023-06-16_15-13-49,Silica-CS 4g,861,2373,CCOC(=O)CC(=O)C,861,2373
141-97-9,Ethyl acetoacetate,0.995,1.029,50,DCM,200,2/1,5,2023-06-16_15-29-00,Silica-CS 4g,1453,3992,CCOC(=O)CC(=O)C,1453,3992
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,2/1,5,2023-06-16_15-36-59,Silica-CS 4g,1542,3947,CCOC(=O)CC(=O)C,1542,3947
141-97-9,Ethyl acetoacetate,0.995,1.029,50,DCM,200,5/1,10,2023-06-16_15-55-58,Silica-CS 4g,1624,4420,CCOC(=O)CC(=O)C,1624,4420
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,5/1,10,2023-06-16_16-04-18,Silica-CS 4g,1479,3521,CCOC(=O)CC(=O)C,1479,3521
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,5/1,10,2023-06-16_16-12-42,Silica-CS 4g,1294,3571,CCOC(=O)CC(=O)C,1294,3571
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,5/1,5,2023-06-16_16-47-45,Silica-CS 4g,2740,6068,CCOC(=O)CC(=O)C,2740,6068
141-97-9,Ethyl acetoacetate,0.995,1.029,50,DCM,200,10/1,10,2023-06-16_17-00-22,Silica-CS 4g,2666,5445,CCOC(=O)CC(=O)C,2666,5445
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,10/1,10,2023-06-16_17-10-53,Silica-CS 4g,2449,5474,CCOC(=O)CC(=O)C,2449,5474
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,10/1,10,2023-06-16_17-22-11,Silica-CS 4g,2233,5525,CCOC(=O)CC(=O)C,2233,5525
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,10/1,5,2023-06-16_17-58-15,Silica-CS 4g,4604,9410,CCOC(=O)CC(=O)C,4604,9410
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,10/1,5,2023-06-19_16-30-37,Silica-CS 4g,4325,9710,CCOC(=O)CC(=O)C,4325,9710
141-97-9,Ethyl acetoacetate,0.995,1.029,50,DCM,200,20/1,10,2023-06-19_12-51-51,Silica-CS 4g,3366,7818,CCOC(=O)CC(=O)C,3366,7818
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,20/1,10,2023-06-19_12-32-49,Silica-CS 4g,3159,7728,CCOC(=O)CC(=O)C,3159,7728
141-97-9,Ethyl acetoacetate,0.995,1.029,150,DCM,200,20/1,10,2023-06-19_13-09-17,Silica-CS 4g,2918,8030,CCOC(=O)CC(=O)C,2918,8030
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,200,20/1,5,2023-06-19_14-07-07,Silica-CS 4g,6699,14852,CCOC(=O)CC(=O)C,6699,14852
